image,similarity_score
56935_output.png,0.9128
56935_output.png,0.8643
56935_output.png,0.9408
56935_output.png,0.8765
56935_output.png,0.8977
56935_output.png,0.8773
56935_output.png,0.8964
56935_output.png,0.8984
56935_output.png,0.8583
56935_output.png,0.9124
56935_output.png,0.8878
56935_output.png,0.8982
56935_output.png,0.8665
56935_output.png,0.8851
56935_output.png,0.8645
56935_output.png,0.9043
56935_output.png,0.8599
56935_output.png,0.8908
56935_output.png,0.9141
56935_output.png,0.9331
56935_output.png,0.8923
56935_output.png,0.8969
56935_output.png,0.8461
56935_output.png,0.9073
56935_output.png,0.8679
56935_output.png,0.8909
56935_output.png,0.8807
56935_output.png,0.8252
56935_output.png,0.9224
56935_output.png,0.8901
56935_output.png,0.898
56935_output.png,0.873
56935_output.png,0.9064
56935_output.png,0.8402
56935_output.png,0.918
56935_output.png,0.9235
56935_output.png,0.9253
56935_output.png,0.9435
56935_output.png,0.9369
56935_output.png,0.8859
56935_output.png,0.9172
56935_output.png,0.8764
56935_output.png,0.9379
56935_output.png,0.8941
56935_output.png,0.8939
56935_output.png,0.9353
56935_output.png,0.8159
56935_output.png,0.9065
56935_output.png,0.8549
56935_output.png,0.9073
56935_output.png,0.9149
56935_output.png,0.9168
56935_output.png,0.8721
56935_output.png,0.9368
56935_output.png,0.8471
56935_output.png,0.938
56935_output.png,0.9504
56935_output.png,0.915
56935_output.png,0.9127
56935_output.png,0.889
56935_output.png,0.918
56935_output.png,0.8898
56935_output.png,0.9403
56935_output.png,0.8809
56935_output.png,0.9304
56935_output.png,0.8623
56935_output.png,0.8796
56935_output.png,0.8324
56935_output.png,0.8806
56935_output.png,0.9044
56935_output.png,0.839
3719_output.png,0.8092
3719_output.png,0.9464
3719_output.png,0.8276
3719_output.png,0.9527
3719_output.png,0.955
3719_output.png,0.9751
3719_output.png,0.9542
3719_output.png,0.9334
3719_output.png,0.9535
3719_output.png,0.9328
3719_output.png,0.928
3719_output.png,0.9376
3719_output.png,0.9355
3719_output.png,0.924
3719_output.png,0.9425
3719_output.png,0.9377
3719_output.png,0.8674
3719_output.png,0.937
3719_output.png,0.9622
3719_output.png,0.8297
3719_output.png,0.8984
3719_output.png,0.8796
3719_output.png,0.8479
3719_output.png,0.8342
3719_output.png,0.8553
3719_output.png,0.8309
3719_output.png,0.8416
3719_output.png,0.81
3719_output.png,0.8472
3719_output.png,0.8072
3719_output.png,0.8026
3719_output.png,0.816
3719_output.png,0.7928
3719_output.png,0.8041
3719_output.png,0.9196
3719_output.png,0.8095
3719_output.png,0.8302
3719_output.png,0.8826
3719_output.png,0.9575
3719_output.png,0.9618
3719_output.png,0.9458
3719_output.png,0.9496
3719_output.png,0.9406
3719_output.png,0.9541
3719_output.png,0.9364
3719_output.png,0.9304
3719_output.png,0.9463
3719_output.png,0.9248
3719_output.png,0.9359
3719_output.png,0.9524
3719_output.png,0.9452
3719_output.png,0.9144
3719_output.png,0.9444
3719_output.png,0.9528
3719_output.png,0.8751
3719_output.png,0.8475
3719_output.png,0.8481
3719_output.png,0.8577
3719_output.png,0.8292
3719_output.png,0.8391
3719_output.png,0.8099
3719_output.png,0.8381
3719_output.png,0.814
3719_output.png,0.8115
3719_output.png,0.8165
3719_output.png,0.8104
3719_output.png,0.8211
3719_output.png,0.9271
3719_output.png,0.8466
3719_output.png,0.8564
3719_output.png,0.9755
3719_output.png,0.971
3719_output.png,0.9672
3719_output.png,0.9555
3719_output.png,0.9739
3719_output.png,0.9347
3719_output.png,0.9486
3719_output.png,0.9433
3719_output.png,0.9294
3719_output.png,0.935
3719_output.png,0.9492
3719_output.png,0.9409
3719_output.png,0.8984
3719_output.png,0.9367
3719_output.png,0.9687
3719_output.png,0.9673
3719_output.png,0.9468
3719_output.png,0.9755
3719_output.png,0.9875
3719_output.png,0.9572
3719_output.png,0.9492
3719_output.png,0.9678
3719_output.png,0.9433
3719_output.png,0.9644
3719_output.png,0.9684
3719_output.png,0.9635
3719_output.png,0.88
3719_output.png,0.961
3719_output.png,0.9709
3719_output.png,0.9562
3719_output.png,0.9527
3719_output.png,0.97
3719_output.png,0.9341
3719_output.png,0.9531
3719_output.png,0.9384
3719_output.png,0.9462
3719_output.png,0.9296
3719_output.png,0.9444
3719_output.png,0.939
3719_output.png,0.8652
3719_output.png,0.9425
3719_output.png,0.9731
3719_output.png,0.9303
3719_output.png,0.9517
3719_output.png,0.93
3719_output.png,0.924
3719_output.png,0.9328
3719_output.png,0.9161
3719_output.png,0.9171
3719_output.png,0.9408
3719_output.png,0.9303
3719_output.png,0.9103
3719_output.png,0.9071
3719_output.png,0.9391
3719_output.png,0.9801
3719_output.png,0.9659
3719_output.png,0.9612
3719_output.png,0.9747
3719_output.png,0.9577
3719_output.png,0.9831
3719_output.png,0.9749
3719_output.png,0.977
3719_output.png,0.8605
3719_output.png,0.953
3719_output.png,0.9568
3719_output.png,0.9466
3719_output.png,0.945
3719_output.png,0.9575
3719_output.png,0.9387
3719_output.png,0.9671
3719_output.png,0.9627
3719_output.png,0.955
3719_output.png,0.8718
3719_output.png,0.9633
3719_output.png,0.9727
3719_output.png,0.9601
3719_output.png,0.9886
3719_output.png,0.9578
3719_output.png,0.9618
3719_output.png,0.9846
3719_output.png,0.988
3719_output.png,0.8725
3719_output.png,0.9142
3719_output.png,0.9203
3719_output.png,0.9588
3719_output.png,0.9559
3719_output.png,0.9521
3719_output.png,0.9573
3719_output.png,0.9568
3719_output.png,0.8709
3719_output.png,0.919
3719_output.png,0.9292
3719_output.png,0.9682
3719_output.png,0.9698
3719_output.png,0.9941
3719_output.png,0.9956
3719_output.png,0.8655
3719_output.png,0.9264
3719_output.png,0.9352
3719_output.png,0.9414
3719_output.png,0.97
3719_output.png,0.9691
3719_output.png,0.8383
3719_output.png,0.9333
3719_output.png,0.9429
3719_output.png,0.9681
3719_output.png,0.9681
3719_output.png,0.8584
3719_output.png,0.9439
3719_output.png,0.9344
3719_output.png,0.9921
3719_output.png,0.8622
3719_output.png,0.9294
3719_output.png,0.9412
3719_output.png,0.8635
3719_output.png,0.9278
3719_output.png,0.9361
3719_output.png,0.838
3719_output.png,0.8643
3719_output.png,0.9631
33576_output.png,0.9084
33576_output.png,0.8906
33576_output.png,0.8427
33576_output.png,0.8102
33576_output.png,0.9406
33576_output.png,0.8554
33576_output.png,0.8278
33576_output.png,0.9031
33576_output.png,0.9241
33576_output.png,0.8908
33576_output.png,0.8215
33576_output.png,0.8846
33576_output.png,0.8995
33576_output.png,0.7723
33576_output.png,0.8977
33576_output.png,0.8453
33576_output.png,0.9046
33576_output.png,0.817
33576_output.png,0.95
33576_output.png,0.9626
33576_output.png,0.8067
33576_output.png,0.8193
33576_output.png,0.896
33576_output.png,0.8766
33576_output.png,0.8202
33576_output.png,0.8937
33576_output.png,0.8964
33576_output.png,0.8801
33576_output.png,0.8524
33576_output.png,0.8946
33576_output.png,0.907
33576_output.png,0.8096
33576_output.png,0.8986
33576_output.png,0.8658
33576_output.png,0.8877
33576_output.png,0.8169
33576_output.png,0.9361
33576_output.png,0.8014
33576_output.png,0.7841
33576_output.png,0.8989
33576_output.png,0.8629
33576_output.png,0.77
33576_output.png,0.8711
33576_output.png,0.8763
33576_output.png,0.8746
33576_output.png,0.834
33576_output.png,0.8866
33576_output.png,0.8786
33576_output.png,0.8089
33576_output.png,0.8785
33576_output.png,0.8365
33576_output.png,0.869
33576_output.png,0.7888
33576_output.png,0.9358
33576_output.png,0.8921
33576_output.png,0.7693
33576_output.png,0.7965
33576_output.png,0.8423
33576_output.png,0.8479
33576_output.png,0.8631
33576_output.png,0.9088
33576_output.png,0.8793
33576_output.png,0.8065
33576_output.png,0.8362
33576_output.png,0.8038
33576_output.png,0.8654
33576_output.png,0.8885
33576_output.png,0.8608
33576_output.png,0.8036
33576_output.png,0.8356
33576_output.png,0.7468
33576_output.png,0.791
33576_output.png,0.8835
33576_output.png,0.8736
33576_output.png,0.8911
33576_output.png,0.9235
33576_output.png,0.8257
33576_output.png,0.7255
33576_output.png,0.8943
33576_output.png,0.8146
33576_output.png,0.7894
33576_output.png,0.9501
33576_output.png,0.7953
33576_output.png,0.8723
33576_output.png,0.8259
33576_output.png,0.8351
33576_output.png,0.7726
33576_output.png,0.8953
33576_output.png,0.8726
33576_output.png,0.8632
33576_output.png,0.7579
33576_output.png,0.9014
33576_output.png,0.8615
33576_output.png,0.7389
33576_output.png,0.8946
33576_output.png,0.7951
33576_output.png,0.8866
33576_output.png,0.7575
33576_output.png,0.9433
33576_output.png,0.8038
33576_output.png,0.8571
33576_output.png,0.858
33576_output.png,0.8406
33576_output.png,0.7917
33576_output.png,0.831
33576_output.png,0.8562
33576_output.png,0.876
33576_output.png,0.862
33576_output.png,0.8162
33576_output.png,0.8577
33576_output.png,0.7952
33576_output.png,0.8767
33576_output.png,0.8958
33576_output.png,0.9164
33576_output.png,0.8482
33576_output.png,0.8487
33576_output.png,0.7688
33576_output.png,0.8995
33576_output.png,0.7822
33576_output.png,0.8588
33576_output.png,0.8854
33576_output.png,0.8429
33576_output.png,0.8599
33576_output.png,0.8201
33576_output.png,0.9555
33576_output.png,0.872
33576_output.png,0.8446
33576_output.png,0.8886
33576_output.png,0.9538
33576_output.png,0.8207
33576_output.png,0.9202
33576_output.png,0.8796
33576_output.png,0.9059
33576_output.png,0.8733
33576_output.png,0.9094
33576_output.png,0.8884
33576_output.png,0.8558
33576_output.png,0.864
33576_output.png,0.9526
33576_output.png,0.8312
33576_output.png,0.9027
33576_output.png,0.9031
33576_output.png,0.896
33576_output.png,0.9102
33576_output.png,0.9127
33576_output.png,0.8513
33576_output.png,0.8037
33576_output.png,0.8882
33576_output.png,0.8058
33576_output.png,0.8594
33576_output.png,0.946
33576_output.png,0.848
33576_output.png,0.8092
33576_output.png,0.9159
33576_output.png,0.8412
33576_output.png,0.8619
33576_output.png,0.8328
33576_output.png,0.8793
33576_output.png,0.8463
33576_output.png,0.8508
33576_output.png,0.7903
33576_output.png,0.8714
33576_output.png,0.8418
33576_output.png,0.772
33576_output.png,0.9385
33576_output.png,0.7742
33576_output.png,0.9108
33576_output.png,0.7494
33576_output.png,0.8962
33576_output.png,0.8231
33576_output.png,0.8871
33576_output.png,0.9073
33576_output.png,0.8721
33576_output.png,0.8897
33576_output.png,0.9148
33576_output.png,0.8061
33576_output.png,0.7928
33576_output.png,0.8503
33576_output.png,0.8738
33576_output.png,0.8077
33576_output.png,0.8321
33576_output.png,0.952
33576_output.png,0.8095
33576_output.png,0.9016
33576_output.png,0.825
33576_output.png,0.8422
33576_output.png,0.8717
33576_output.png,0.8763
33576_output.png,0.8914
33576_output.png,0.8099
21727_output.png,0.9567
21727_output.png,0.9471
21727_output.png,0.9486
21727_output.png,0.9328
21727_output.png,0.9286
21727_output.png,0.8718
21727_output.png,0.8955
21727_output.png,0.8756
21727_output.png,0.9143
21727_output.png,0.9393
21727_output.png,0.9095
21727_output.png,0.9187
21727_output.png,0.8838
21727_output.png,0.9013
21727_output.png,0.9313
21727_output.png,0.9268
21727_output.png,0.9302
21727_output.png,0.9281
21727_output.png,0.9307
21727_output.png,0.9762
21727_output.png,0.9586
21727_output.png,0.9686
21727_output.png,0.9563
21727_output.png,0.8845
21727_output.png,0.9185
21727_output.png,0.9084
21727_output.png,0.9499
21727_output.png,0.9572
21727_output.png,0.933
21727_output.png,0.9377
21727_output.png,0.9289
21727_output.png,0.9271
21727_output.png,0.9531
21727_output.png,0.9426
21727_output.png,0.9171
21727_output.png,0.9623
21727_output.png,0.9154
21727_output.png,0.9395
21727_output.png,0.9547
21727_output.png,0.9591
21727_output.png,0.86
21727_output.png,0.893
21727_output.png,0.9172
21727_output.png,0.9701
21727_output.png,0.9566
21727_output.png,0.9259
21727_output.png,0.9344
21727_output.png,0.9418
21727_output.png,0.9246
21727_output.png,0.9478
21727_output.png,0.9353
21727_output.png,0.9078
21727_output.png,0.952
21727_output.png,0.9305
21727_output.png,0.9529
21727_output.png,0.9292
21727_output.png,0.8668
21727_output.png,0.8981
21727_output.png,0.89
21727_output.png,0.9159
21727_output.png,0.9239
21727_output.png,0.9024
21727_output.png,0.9075
21727_output.png,0.913
21727_output.png,0.9145
21727_output.png,0.9189
21727_output.png,0.903
21727_output.png,0.9253
21727_output.png,0.9248
21727_output.png,0.9335
21727_output.png,0.9275
21727_output.png,0.8488
21727_output.png,0.8866
21727_output.png,0.9277
21727_output.png,0.9353
21727_output.png,0.9344
21727_output.png,0.9077
21727_output.png,0.9448
21727_output.png,0.9181
21727_output.png,0.8993
21727_output.png,0.9304
21727_output.png,0.9033
21727_output.png,0.8986
21727_output.png,0.9294
21727_output.png,0.9076
21727_output.png,0.8607
21727_output.png,0.8802
21727_output.png,0.9475
21727_output.png,0.9396
21727_output.png,0.9824
21727_output.png,0.8954
21727_output.png,0.8949
21727_output.png,0.9258
21727_output.png,0.9726
21727_output.png,0.9781
21727_output.png,0.9042
21727_output.png,0.876
21727_output.png,0.9248
21727_output.png,0.9041
21727_output.png,0.9158
21727_output.png,0.7936
21727_output.png,0.8217
21727_output.png,0.8663
21727_output.png,0.904
21727_output.png,0.855
21727_output.png,0.8345
21727_output.png,0.8684
21727_output.png,0.8508
21727_output.png,0.9088
21727_output.png,0.8745
21727_output.png,0.8077
21727_output.png,0.8025
21727_output.png,0.8306
21727_output.png,0.8709
21727_output.png,0.8869
21727_output.png,0.963
21727_output.png,0.9166
21727_output.png,0.8752
21727_output.png,0.884
21727_output.png,0.8855
21727_output.png,0.9399
21727_output.png,0.9344
21727_output.png,0.8653
21727_output.png,0.8502
21727_output.png,0.908
21727_output.png,0.9448
21727_output.png,0.8578
21727_output.png,0.8882
21727_output.png,0.8877
21727_output.png,0.9227
21727_output.png,0.9509
21727_output.png,0.857
21727_output.png,0.8308
21727_output.png,0.8869
21727_output.png,0.87
21727_output.png,0.9244
21727_output.png,0.8953
21727_output.png,0.9004
21727_output.png,0.9454
21727_output.png,0.9152
21727_output.png,0.9429
21727_output.png,0.8812
21727_output.png,0.8641
21727_output.png,0.9185
21727_output.png,0.9268
21727_output.png,0.9066
21727_output.png,0.9116
21727_output.png,0.9174
21727_output.png,0.9504
21727_output.png,0.9712
21727_output.png,0.9248
21727_output.png,0.886
21727_output.png,0.9245
21727_output.png,0.903
21727_output.png,0.9569
21727_output.png,0.8603
21727_output.png,0.872
21727_output.png,0.9056
21727_output.png,0.9642
21727_output.png,0.9534
21727_output.png,0.8864
21727_output.png,0.8446
21727_output.png,0.8526
21727_output.png,0.857
21727_output.png,0.9012
21727_output.png,0.9345
21727_output.png,0.9407
21727_output.png,0.9153
21727_output.png,0.8698
21727_output.png,0.9192
21727_output.png,0.9121
21727_output.png,0.8691
21727_output.png,0.8311
21727_output.png,0.8982
21727_output.png,0.9155
21727_output.png,0.9591
21727_output.png,0.8762
21727_output.png,0.8499
21727_output.png,0.8947
21727_output.png,0.8819
21727_output.png,0.9019
21727_output.png,0.8771
21727_output.png,0.9285
21727_output.png,0.8984
21727_output.png,0.9318
21727_output.png,0.903
21727_output.png,0.8611
21727_output.png,0.875
21727_output.png,0.8871
21727_output.png,0.8881
25260_output.png,0.8785
25260_output.png,0.9215
25260_output.png,0.9264
25260_output.png,0.8657
25260_output.png,0.8788
25260_output.png,0.9593
25260_output.png,0.9182
25260_output.png,0.8854
25260_output.png,0.8842
25260_output.png,0.6434
25260_output.png,0.9503
25260_output.png,0.8917
25260_output.png,0.9304
25260_output.png,0.9237
25260_output.png,0.9413
25260_output.png,0.8798
25260_output.png,0.9282
25260_output.png,0.9486
25260_output.png,0.9432
25260_output.png,0.8797
25260_output.png,0.8075
25260_output.png,0.9196
25260_output.png,0.9092
25260_output.png,0.865
25260_output.png,0.9007
25260_output.png,0.9114
25260_output.png,0.9168
25260_output.png,0.7154
25260_output.png,0.8848
25260_output.png,0.871
25260_output.png,0.8363
25260_output.png,0.8065
25260_output.png,0.9146
25260_output.png,0.9353
25260_output.png,0.8955
25260_output.png,0.8403
25260_output.png,0.8214
25260_output.png,0.9245
25260_output.png,0.8957
25260_output.png,0.8953
25260_output.png,0.9171
25260_output.png,0.8946
25260_output.png,0.8869
25260_output.png,0.8816
25260_output.png,0.6983
25260_output.png,0.9104
25260_output.png,0.8714
25260_output.png,0.9475
25260_output.png,0.9308
25260_output.png,0.9485
25260_output.png,0.9037
25260_output.png,0.903
25260_output.png,0.9576
25260_output.png,0.9267
25260_output.png,0.8594
25260_output.png,0.8252
25260_output.png,0.9342
25260_output.png,0.8807
25260_output.png,0.8811
25260_output.png,0.8548
25260_output.png,0.6796
25260_output.png,0.9222
25260_output.png,0.8991
25260_output.png,0.9777
25260_output.png,0.9728
25260_output.png,0.9204
25260_output.png,0.8262
25260_output.png,0.8984
25260_output.png,0.9542
25260_output.png,0.9381
25260_output.png,0.9339
25260_output.png,0.852
25260_output.png,0.9394
25260_output.png,0.9706
25260_output.png,0.9672
25260_output.png,0.8172
25260_output.png,0.8955
25260_output.png,0.9364
25260_output.png,0.8741
25260_output.png,0.8453
25260_output.png,0.9011
25260_output.png,0.9313
25260_output.png,0.9107
25260_output.png,0.8671
25260_output.png,0.8298
25260_output.png,0.8858
25260_output.png,0.9206
25260_output.png,0.9196
25260_output.png,0.9157
25260_output.png,0.7359
25260_output.png,0.8643
25260_output.png,0.8898
25260_output.png,0.8631
25260_output.png,0.8241
25260_output.png,0.9077
25260_output.png,0.9646
25260_output.png,0.9108
25260_output.png,0.8434
25260_output.png,0.8456
25260_output.png,0.9001
25260_output.png,0.868
25260_output.png,0.8569
25260_output.png,0.6465
25260_output.png,0.9435
25260_output.png,0.8892
25260_output.png,0.9501
25260_output.png,0.9419
25260_output.png,0.9392
25260_output.png,0.9018
25260_output.png,0.9326
25260_output.png,0.9267
25260_output.png,0.9569
25260_output.png,0.9371
25260_output.png,0.9448
25260_output.png,0.7483
25260_output.png,0.9206
25260_output.png,0.9496
25260_output.png,0.8944
25260_output.png,0.8829
25260_output.png,0.903
25260_output.png,0.9177
25260_output.png,0.9616
25260_output.png,0.8978
25260_output.png,0.8898
25260_output.png,0.968
25260_output.png,0.7941
25260_output.png,0.8947
25260_output.png,0.947
25260_output.png,0.8853
25260_output.png,0.8616
25260_output.png,0.9191
25260_output.png,0.9223
25260_output.png,0.9175
25260_output.png,0.8695
25260_output.png,0.8442
25260_output.png,0.7477
25260_output.png,0.8908
25260_output.png,0.9373
25260_output.png,0.8642
25260_output.png,0.8465
25260_output.png,0.9077
25260_output.png,0.9279
25260_output.png,0.9161
25260_output.png,0.8733
25260_output.png,0.8244
25260_output.png,0.718
25260_output.png,0.8059
25260_output.png,0.7071
25260_output.png,0.6752
25260_output.png,0.7317
25260_output.png,0.747
25260_output.png,0.7382
25260_output.png,0.6586
25260_output.png,0.6578
25260_output.png,0.9113
25260_output.png,0.9313
25260_output.png,0.9194
25260_output.png,0.9352
25260_output.png,0.8788
25260_output.png,0.9324
25260_output.png,0.9293
25260_output.png,0.9402
25260_output.png,0.9057
25260_output.png,0.9015
25260_output.png,0.8914
25260_output.png,0.893
25260_output.png,0.9379
25260_output.png,0.8743
25260_output.png,0.8577
25260_output.png,0.9759
25260_output.png,0.9309
25260_output.png,0.8661
25260_output.png,0.9117
25260_output.png,0.9568
25260_output.png,0.9489
25260_output.png,0.9149
25260_output.png,0.8368
25260_output.png,0.9038
25260_output.png,0.9485
25260_output.png,0.9384
25260_output.png,0.9276
25260_output.png,0.9177
25260_output.png,0.9211
25260_output.png,0.932
25260_output.png,0.926
25260_output.png,0.8448
25260_output.png,0.8524
25260_output.png,0.903
25260_output.png,0.9137
25260_output.png,0.9395
2100_output.png,0.9329
2100_output.png,0.9355
2100_output.png,0.91
2100_output.png,0.9322
2100_output.png,0.9044
2100_output.png,0.9445
2100_output.png,0.9431
2100_output.png,0.9094
2100_output.png,0.9137
2100_output.png,0.9479
2100_output.png,0.9177
2100_output.png,0.9157
2100_output.png,0.9331
2100_output.png,0.9053
2100_output.png,0.9427
2100_output.png,0.9032
2100_output.png,0.9237
2100_output.png,0.964
2100_output.png,0.9186
2100_output.png,0.94
2100_output.png,0.8983
2100_output.png,0.8957
2100_output.png,0.8968
2100_output.png,0.9505
2100_output.png,0.9678
2100_output.png,0.8851
2100_output.png,0.9356
2100_output.png,0.9464
2100_output.png,0.8699
2100_output.png,0.9142
2100_output.png,0.9454
2100_output.png,0.8999
2100_output.png,0.9344
2100_output.png,0.9457
2100_output.png,0.8958
2100_output.png,0.9445
2100_output.png,0.9034
2100_output.png,0.9009
2100_output.png,0.9359
2100_output.png,0.8996
2100_output.png,0.927
2100_output.png,0.9554
2100_output.png,0.9186
2100_output.png,0.9262
2100_output.png,0.9517
2100_output.png,0.907
2100_output.png,0.9326
2100_output.png,0.9399
2100_output.png,0.9278
2100_output.png,0.9386
2100_output.png,0.9313
2100_output.png,0.9151
2100_output.png,0.9497
2100_output.png,0.9107
2100_output.png,0.857
2100_output.png,0.8853
2100_output.png,0.9201
2100_output.png,0.9169
2100_output.png,0.9049
2100_output.png,0.9168
2100_output.png,0.9182
2100_output.png,0.8613
2100_output.png,0.9212
2100_output.png,0.9204
2100_output.png,0.8612
2100_output.png,0.9173
2100_output.png,0.9094
2100_output.png,0.8749
2100_output.png,0.9188
2100_output.png,0.847
2100_output.png,0.9155
2100_output.png,0.8868
2100_output.png,0.9164
2100_output.png,0.9356
2100_output.png,0.8478
2100_output.png,0.9167
2100_output.png,0.9409
2100_output.png,0.9396
2100_output.png,0.9031
2100_output.png,0.947
2100_output.png,0.9083
2100_output.png,0.8897
2100_output.png,0.937
2100_output.png,0.9316
2100_output.png,0.9413
2100_output.png,0.9186
2100_output.png,0.9087
2100_output.png,0.9138
2100_output.png,0.8783
2100_output.png,0.9191
2100_output.png,0.9234
2100_output.png,0.9152
2100_output.png,0.8967
2100_output.png,0.919
2100_output.png,0.9146
2100_output.png,0.854
2100_output.png,0.9004
2100_output.png,0.921
2100_output.png,0.9127
2100_output.png,0.948
2100_output.png,0.9026
2100_output.png,0.9465
2100_output.png,0.9348
2100_output.png,0.8872
2100_output.png,0.9077
2100_output.png,0.9453
2100_output.png,0.8933
2100_output.png,0.94
2100_output.png,0.9195
2100_output.png,0.9089
2100_output.png,0.9463
2100_output.png,0.908
2100_output.png,0.9073
2100_output.png,0.9418
2100_output.png,0.97
2100_output.png,0.8801
2100_output.png,0.9372
2100_output.png,0.9616
2100_output.png,0.9205
2100_output.png,0.9488
2100_output.png,0.9408
2100_output.png,0.9119
2100_output.png,0.9508
2100_output.png,0.9088
2100_output.png,0.9009
2100_output.png,0.8915
2100_output.png,0.9606
2100_output.png,0.928
2100_output.png,0.9124
2100_output.png,0.939
2100_output.png,0.9301
2100_output.png,0.9055
2100_output.png,0.9586
2100_output.png,0.9256
2100_output.png,0.9224
2100_output.png,0.9296
2100_output.png,0.8686
2100_output.png,0.8784
2100_output.png,0.9285
2100_output.png,0.8762
2100_output.png,0.9326
2100_output.png,0.9176
2100_output.png,0.8994
2100_output.png,0.9247
2100_output.png,0.8658
2100_output.png,0.875
2100_output.png,0.9349
2100_output.png,0.9379
2100_output.png,0.9125
2100_output.png,0.9361
2100_output.png,0.9233
2100_output.png,0.8976
2100_output.png,0.9613
2100_output.png,0.8768
2100_output.png,0.9063
2100_output.png,0.8742
2100_output.png,0.9276
2100_output.png,0.9203
2100_output.png,0.8656
2100_output.png,0.9508
2100_output.png,0.9084
2100_output.png,0.9413
2100_output.png,0.9311
2100_output.png,0.9446
2100_output.png,0.9391
2100_output.png,0.9353
2100_output.png,0.9208
2100_output.png,0.931
2100_output.png,0.9017
2100_output.png,0.9194
2100_output.png,0.94
2100_output.png,0.9443
2100_output.png,0.9247
2100_output.png,0.9484
2100_output.png,0.8997
2100_output.png,0.9343
2100_output.png,0.9119
2100_output.png,0.9453
2100_output.png,0.9254
2100_output.png,0.9363
2100_output.png,0.9358
2100_output.png,0.9311
2100_output.png,0.9581
2100_output.png,0.9357
2100_output.png,0.9133
2100_output.png,0.9261
2100_output.png,0.8795
2100_output.png,0.9355
2100_output.png,0.9294
2100_output.png,0.9118
Android_Android_2_output.png,0.8566
Android_Android_2_output.png,0.9476
Android_Android_2_output.png,0.8744
Android_Android_2_output.png,0.8616
Android_Android_2_output.png,0.8991
Android_Android_2_output.png,0.815
Android_Android_2_output.png,0.9276
Android_Android_2_output.png,0.7862
Android_Android_2_output.png,0.8745
Android_Android_2_output.png,0.8955
Android_Android_2_output.png,0.9102
Android_Android_2_output.png,0.8682
Android_Android_2_output.png,0.9661
Android_Android_2_output.png,0.8673
Android_Android_2_output.png,0.8528
Android_Android_2_output.png,0.9156
Android_Android_2_output.png,0.8669
Android_Android_2_output.png,0.8256
Android_Android_2_output.png,0.8563
Android_Android_2_output.png,0.859
Android_Android_2_output.png,0.9536
Android_Android_2_output.png,0.9372
Android_Android_2_output.png,0.8502
Android_Android_2_output.png,0.9365
Android_Android_2_output.png,0.898
Android_Android_2_output.png,0.8946
Android_Android_2_output.png,0.9263
Android_Android_2_output.png,0.9421
Android_Android_2_output.png,0.7775
Android_Android_2_output.png,0.9183
Android_Android_2_output.png,0.7961
Android_Android_2_output.png,0.938
Android_Android_2_output.png,0.8279
Android_Android_2_output.png,0.8685
Android_Android_2_output.png,0.9352
Android_Android_2_output.png,0.9343
Android_Android_2_output.png,0.9568
Android_Android_2_output.png,0.8803
Android_Android_2_output.png,0.8415
Android_Android_2_output.png,0.9141
Android_Android_2_output.png,0.8264
Android_Android_2_output.png,0.9044
Android_Android_2_output.png,0.8101
Android_Android_2_output.png,0.8581
Android_Android_2_output.png,0.8714
Android_Android_2_output.png,0.9051
Android_Android_2_output.png,0.8358
Android_Android_2_output.png,0.9189
Android_Android_2_output.png,0.8554
Android_Android_2_output.png,0.9074
Android_Android_2_output.png,0.935
Android_Android_2_output.png,0.8735
Android_Android_2_output.png,0.8356
Android_Android_2_output.png,0.8621
Android_Android_2_output.png,0.924
Android_Android_2_output.png,0.8633
Android_Android_2_output.png,0.9293
Android_Android_2_output.png,0.889
Android_Android_2_output.png,0.8967
Android_Android_2_output.png,0.9205
Android_Android_2_output.png,0.9377
Android_Android_2_output.png,0.8129
Android_Android_2_output.png,0.9119
Android_Android_2_output.png,0.8353
Android_Android_2_output.png,0.9248
Android_Android_2_output.png,0.8282
Android_Android_2_output.png,0.8889
Android_Android_2_output.png,0.9576
Android_Android_2_output.png,0.9335
Android_Android_2_output.png,0.9527
Android_Android_2_output.png,0.8821
Android_Android_2_output.png,0.9539
Android_Android_2_output.png,0.875
Android_Android_2_output.png,0.9313
Android_Android_2_output.png,0.9433
Android_Android_2_output.png,0.9418
Android_Android_2_output.png,0.788
Android_Android_2_output.png,0.9476
Android_Android_2_output.png,0.7972
Android_Android_2_output.png,0.9466
Android_Android_2_output.png,0.8463
Android_Android_2_output.png,0.8561
Android_Android_2_output.png,0.916
Android_Android_2_output.png,0.9502
Android_Android_2_output.png,0.9742
Android_Android_2_output.png,0.89
Android_Android_2_output.png,0.8844
Android_Android_2_output.png,0.9046
Android_Android_2_output.png,0.8365
Android_Android_2_output.png,0.8264
Android_Android_2_output.png,0.9201
Android_Android_2_output.png,0.8476
Android_Android_2_output.png,0.8684
Android_Android_2_output.png,0.8622
Android_Android_2_output.png,0.9607
Android_Android_2_output.png,0.9382
Android_Android_2_output.png,0.8377
Android_Android_2_output.png,0.8963
Android_Android_2_output.png,0.8858
Android_Android_2_output.png,0.8823
Android_Android_2_output.png,0.9482
Android_Android_2_output.png,0.9189
Android_Android_2_output.png,0.8885
Android_Android_2_output.png,0.7972
Android_Android_2_output.png,0.8995
Android_Android_2_output.png,0.7569
Android_Android_2_output.png,0.9301
Android_Android_2_output.png,0.8601
Android_Android_2_output.png,0.8847
